relationship_id	Interpro_Acc	Interpro_Name	Interpro_Short_Name	Interpro_Type	DGIDB_Human_Readable	Uniprot_Acc	Uniprot_Id	Uniprot_Protein_Name	Uniprot_Gene_Name	Uniprot_Evidence	Uniprot_Status	Entrez_Id	Ensembl_Id
Q00535_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q00535	CDK5_HUMAN	Cyclin-dependent kinase 5	CDK5	1: Evidence at protein level	Swiss-Prot	1020	ENSG00000164885
Q15735_IPR000300	IPR000300	Inositol polyphosphate-related phosphatase	IPPc	Domain	N/A	Q15735	PI5PA_HUMAN	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A	INPP5J	1: Evidence at protein level	Swiss-Prot	27124	ENSG00000185133
Q16678_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q16678	CP1B1_HUMAN	Cytochrome P450 1B1	CYP1B1	1: Evidence at protein level	Swiss-Prot	1545	ENSG00000138061
Q01118_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q01118	SCN7A_HUMAN	Sodium channel protein type 7 subunit alpha	SCN7A	2: Evidence at transcript level	Swiss-Prot	6332	ENSG00000136546
Q96J42_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	Q96J42	TXD15_HUMAN	Thioredoxin domain-containing protein 15	TXNDC15	1: Evidence at protein level	Swiss-Prot	79770	ENSG00000113621
Q8WXA8_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	Q8WXA8	5HT3C_HUMAN	5-hydroxytryptamine receptor 3C	HTR3C	1: Evidence at protein level	Swiss-Prot	170572	ENSG00000178084
Q96R48_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q96R48	OR2A5_HUMAN	Olfactory receptor 2A5	OR2A5	2: Evidence at transcript level	Swiss-Prot	393046	ENSG00000221836
O00750_IPR000403	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	PI3/4_kinase_cat_dom	Domain	Phosphatidylinositol 3 Kinase	O00750	P3C2B_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	PIK3C2B	1: Evidence at protein level	Swiss-Prot	5287	ENSG00000133056
Q9H255_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9H255	O51E2_HUMAN	Olfactory receptor 51E2	OR51E2	2: Evidence at transcript level	Swiss-Prot	81285	ENSG00000167332
Q4G0W2_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q4G0W2	DUS28_HUMAN	Dual specificity phosphatase 28	DUSP28	2: Evidence at transcript level	Swiss-Prot	285193	ENSG00000188542
P12235_IPR002113	IPR002113	Adenine nucleotide translocator 1	Aden_trnslctor	Family	N/A	P12235	ADT1_HUMAN	ADP/ATP translocase 1	SLC25A4	1: Evidence at protein level	Swiss-Prot	291	ENSG00000151729
P35414_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P35414	APJ_HUMAN	Apelin receptor	APLNR	1: Evidence at protein level	Swiss-Prot	187	ENSG00000134817
A6NDH6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A6NDH6	O5H15_HUMAN	Olfactory receptor 5H15	OR5H15	2: Evidence at transcript level	Swiss-Prot	403274	ENSG00000233412
Q8NH85_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NH85	OR5R1_HUMAN	Olfactory receptor 5R1	OR5R1	2: Evidence at transcript level	Swiss-Prot	219479	ENSG00000174942
P42261_IPR001320	IPR001320	Ionotropic glutamate receptor	Iontro_glu_rcpt	Domain	N/A	P42261	GRIA1_HUMAN	Glutamate receptor 1	GRIA1	1: Evidence at protein level	Swiss-Prot	2890	ENSG00000155511
Q9UHC3_IPR001873	IPR001873	Na+ channel, amiloride-sensitive	Na+channel_ASC	Family	Ion Channel	Q9UHC3	ASIC3_HUMAN	Acid-sensing ion channel 3	ASIC3	1: Evidence at protein level	Swiss-Prot	9311	ENSG00000213199
Q9H2X6_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9H2X6	HIPK2_HUMAN	Homeodomain-interacting protein kinase 2	HIPK2	1: Evidence at protein level	Swiss-Prot	28996	ENSG00000064393
P18505_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	P18505	GBRB1_HUMAN	Gamma-aminobutyric acid receptor subunit beta-1	GABRB1	1: Evidence at protein level	Swiss-Prot	2560	ENSG00000163288
O95747_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	O95747	OXSR1_HUMAN	Serine/threonine-protein kinase OSR1	OXSR1	1: Evidence at protein level	Swiss-Prot	9943	ENSG00000172939
O00170_IPR001179	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	PPIase_FKBP_dom	Domain	N/A	O00170	AIP_HUMAN	AH receptor-interacting protein	AIP	1: Evidence at protein level	Swiss-Prot	9049	ENSG00000110711
Q8NGB8_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGB8	O4F15_HUMAN	Olfactory receptor 4F15	OR4F15	2: Evidence at transcript level	Swiss-Prot	390649	ENSG00000182854
O00757_IPR000146	IPR000146	Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase	FBPase_class-1/SBPase	Family	N/A	O00757	F16P2_HUMAN	Fructose-1,6-bisphosphatase isozyme 2	FBP2	1: Evidence at protein level	Swiss-Prot	8789	ENSG00000130957
Q66K79_IPR000834	IPR000834	Peptidase M14, carboxypeptidase A	Peptidase_M14	Domain	Protease	Q66K79	CBPZ_HUMAN	Carboxypeptidase Z	CPZ	1: Evidence at protein level	Swiss-Prot	8532	ENSG00000109625
P05108_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	P05108	CP11A_HUMAN	Cholesterol side-chain cleavage enzyme, mitochondrial	CYP11A1	1: Evidence at protein level	Swiss-Prot	1583	ENSG00000140459
Q9NP56_IPR002073	IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	PDEase_catalytic_dom	Domain	N/A	Q9NP56	PDE7B_HUMAN	cAMP-specific 3',5'-cyclic phosphodiesterase 7B	PDE7B	1: Evidence at protein level	Swiss-Prot	27115	ENSG00000171408
P11678_IPR002007	IPR002007	Haem peroxidase, animal	Haem_peroxidase_animal	Family	N/A	P11678	PERE_HUMAN	Eosinophil peroxidase heavy chain	EPX	1: Evidence at protein level	Swiss-Prot	8288	ENSG00000121053
O60391_IPR001320	IPR001320	Ionotropic glutamate receptor	Iontro_glu_rcpt	Domain	N/A	O60391	NMD3B_HUMAN	Glutamate [NMDA] receptor subunit 3B	GRIN3B	2: Evidence at transcript level	Swiss-Prot	116444	ENSG00000116032
P47890_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P47890	OR1G1_HUMAN	Olfactory receptor 1G1	OR1G1	2: Evidence at transcript level	Swiss-Prot	8390	ENSG00000183024
Q68J44_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q68J44	DUPD1_HUMAN	Dual specificity phosphatase DUPD1	DUPD1	1: Evidence at protein level	Swiss-Prot	338599	ENSG00000188716
Q8IZ83_IPR015590	IPR015590	Aldehyde dehydrogenase domain	Aldehyde_DH_dom	Domain	N/A	Q8IZ83	A16A1_HUMAN	Aldehyde dehydrogenase family 16 member A1	ALDH16A1	1: Evidence at protein level	Swiss-Prot	126133	ENSG00000161618
P50391_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P50391	NPY4R_HUMAN	Neuropeptide Y receptor type 4	PPYR1	2: Evidence at transcript level	Swiss-Prot	5540	ENSG00000204174; ENSG00000263039
Q99677_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q99677	LPAR4_HUMAN	Lysophosphatidic acid receptor 4	LPAR4	1: Evidence at protein level	Swiss-Prot	2846	ENSG00000147145
Q14571_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q14571	ITPR2_HUMAN	Inositol 1,4,5-trisphosphate receptor type 2	ITPR2	1: Evidence at protein level	Swiss-Prot	3709	ENSG00000123104
Q9H3N8_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9H3N8	HRH4_HUMAN	Histamine H4 receptor	HRH4	1: Evidence at protein level	Swiss-Prot	59340	ENSG00000134489
P14384_IPR000834	IPR000834	Peptidase M14, carboxypeptidase A	Peptidase_M14	Domain	Protease	P14384	CBPM_HUMAN	Carboxypeptidase M	CPM	1: Evidence at protein level	Swiss-Prot	1368	ENSG00000135678
Q9P0L2_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9P0L2	MARK1_HUMAN	Serine/threonine-protein kinase MARK1	MARK1	1: Evidence at protein level	Swiss-Prot	4139	ENSG00000116141
Q9C026_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q9C026	TRIM9_HUMAN	E3 ubiquitin-protein ligase TRIM9	TRIM9	1: Evidence at protein level	Swiss-Prot	114088	ENSG00000100505
Q8TBG4_IPR005814	IPR005814	Aminotransferase class-III	Aminotrans_3	Family	N/A	Q8TBG4	AT2L1_HUMAN	Alanine--glyoxylate aminotransferase 2-like 1	AGXT2L1	2: Evidence at transcript level	Swiss-Prot	64850	ENSG00000164089
P37059_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	P37059	DHB2_HUMAN	Estradiol 17-beta-dehydrogenase 2	HSD17B2	1: Evidence at protein level	Swiss-Prot	3294	ENSG00000086696
Q8TDV0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8TDV0	GP151_HUMAN	Probable G-protein coupled receptor 151	GPR151	2: Evidence at transcript level	Swiss-Prot	134391	ENSG00000173250
Q9H422_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9H422	HIPK3_HUMAN	Homeodomain-interacting protein kinase 3	HIPK3	1: Evidence at protein level	Swiss-Prot	10114	ENSG00000110422
P27338_IPR002937	IPR002937	Amine oxidase	Amino_oxidase	Domain	N/A	P27338	AOFB_HUMAN	Amine oxidase [flavin-containing] B	MAOB	1: Evidence at protein level	Swiss-Prot	4129	ENSG00000069535
P25106_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P25106	CXCR7_HUMAN	C-X-C chemokine receptor type 7	CXCR7	1: Evidence at protein level	Swiss-Prot	57007	ENSG00000144476
P00749_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P00749	UROK_HUMAN	Urokinase-type plasminogen activator long chain A	PLAU	1: Evidence at protein level	Swiss-Prot	5328	ENSG00000122861
Q8NCJ5_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q8NCJ5	SPRY3_HUMAN	SPRY domain-containing protein 3	SPRYD3	1: Evidence at protein level	Swiss-Prot	84926	ENSG00000167778
O95047_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O95047	OR2A4_HUMAN	Olfactory receptor 2A4	OR2A4	2: Evidence at transcript level	Swiss-Prot	79541	ENSG00000180658
Q8N2Q7_IPR002018	IPR002018	Carboxylesterase, type B	CarbesteraseB	Domain	N/A	Q8N2Q7	NLGN1_HUMAN	Neuroligin-1	NLGN1	1: Evidence at protein level	Swiss-Prot	22871	ENSG00000169760
A8MV23_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	A8MV23	SERP3_HUMAN	Serpin E3	SERPINE3	2: Evidence at transcript level	Swiss-Prot	647174	ENSG00000253309
A6NMZ5_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A6NMZ5	O4C45_HUMAN	Olfactory receptor 4C45	OR4C45	2: Evidence at transcript level	Swiss-Prot	N/A	N/A
Q99678_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q99678	GPR20_HUMAN	G-protein coupled receptor 20	GPR20	1: Evidence at protein level	Swiss-Prot	2843	ENSG00000204882
Q13698_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q13698	CAC1S_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1S	CACNA1S	1: Evidence at protein level	Swiss-Prot	779	ENSG00000081248
Q9GZN6_IPR000175	IPR000175	Sodium:neurotransmitter symporter	Na/ntran_symport	Family	Transporter 	Q9GZN6	S6A16_HUMAN	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	SLC6A16	1: Evidence at protein level	Swiss-Prot	28968	ENSG00000063127
Q9H1C0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9H1C0	LPAR5_HUMAN	Lysophosphatidic acid receptor 5	LPAR5	2: Evidence at transcript level	Swiss-Prot	57121	ENSG00000184574
Q7RTY3_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	Q7RTY3	PRS45_HUMAN	Serine protease 45	PRSS45	2: Evidence at transcript level	Swiss-Prot	377047	ENSG00000188086
Q7L1T6_IPR001433	IPR001433	Oxidoreductase FAD/NAD(P)-binding	OxRdtase_FAD/NAD-bd	Domain	N/A	Q7L1T6	NB5R4_HUMAN	Cytochrome b5 reductase 4	CYB5R4	1: Evidence at protein level	Swiss-Prot	51167	ENSG00000065615
Q9UHM6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9UHM6	OPN4_HUMAN	Melanopsin	OPN4	1: Evidence at protein level	Swiss-Prot	94233	ENSG00000122375
Q15858_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q15858	SCN9A_HUMAN	Sodium channel protein type 9 subunit alpha	SCN9A	1: Evidence at protein level	Swiss-Prot	6335	ENSG00000169432
Q5T6X5_IPR000337	IPR000337	GPCR, family 3	GPCR_3	Family	G Protein Coupled Receptor	Q5T6X5	GPC6A_HUMAN	G-protein coupled receptor family C group 6 member A	GPRC6A	1: Evidence at protein level	Swiss-Prot	222545	ENSG00000173612
O60674_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	O60674	JAK2_HUMAN	Tyrosine-protein kinase JAK2	JAK2	1: Evidence at protein level	Swiss-Prot	3717	ENSG00000096968
P34059_IPR000917	IPR000917	Sulfatase	Sulfatase	Domain	N/A	P34059	GALNS_HUMAN	N-acetylgalactosamine-6-sulfatase	GALNS	1: Evidence at protein level	Swiss-Prot	2588	ENSG00000141012
Q9NYL5_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q9NYL5	CP39A_HUMAN	24-hydroxycholesterol 7-alpha-hydroxylase	CYP39A1	2: Evidence at transcript level	Swiss-Prot	51302	ENSG00000146233
O95841_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	O95841	ANGL1_HUMAN	Angiopoietin-related protein 1	ANGPTL1	2: Evidence at transcript level	Swiss-Prot	9068	ENSG00000116194
P04626_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P04626	ERBB2_HUMAN	Receptor tyrosine-protein kinase erbB-2	ERBB2	1: Evidence at protein level	Swiss-Prot	2064	ENSG00000141736
O43781_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	O43781	DYRK3_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 3	DYRK3	1: Evidence at protein level	Swiss-Prot	8444	ENSG00000143479
P54793_IPR000917	IPR000917	Sulfatase	Sulfatase	Domain	N/A	P54793	ARSF_HUMAN	Arylsulfatase F	ARSF	1: Evidence at protein level	Swiss-Prot	416	ENSG00000062096
O15056_IPR000300	IPR000300	Inositol polyphosphate-related phosphatase	IPPc	Domain	N/A	O15056	SYNJ2_HUMAN	Synaptojanin-2	SYNJ2	1: Evidence at protein level	Swiss-Prot	8871	ENSG00000078269
Q7Z601_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q7Z601	GP142_HUMAN	Probable G-protein coupled receptor 142	GPR142	2: Evidence at transcript level	Swiss-Prot	350383	ENSG00000257008
Q9Y2H9_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9Y2H9	MAST1_HUMAN	Microtubule-associated serine/threonine-protein kinase 1	MAST1	1: Evidence at protein level	Swiss-Prot	22983	ENSG00000105613
P55083_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	P55083	MFAP4_HUMAN	Microfibril-associated glycoprotein 4	MFAP4	1: Evidence at protein level	Swiss-Prot	4239	ENSG00000166482
Q8NGF6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGF6	O10W1_HUMAN	Olfactory receptor 10W1	OR10W1	2: Evidence at transcript level	Swiss-Prot	81341	ENSG00000172772
Q6V0L0_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q6V0L0	CP26C_HUMAN	Cytochrome P450 26C1	CYP26C1	2: Evidence at transcript level	Swiss-Prot	340665	ENSG00000187553
Q9H239_IPR006026	IPR006026	Peptidase, metallopeptidase	Peptidase_Metallo	Domain	Protease	Q9H239	MMP28_HUMAN	Matrix metalloproteinase-28	MMP28	2: Evidence at transcript level	Swiss-Prot	79148	ENSG00000129270
Q86WD7_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	Q86WD7	SPA9_HUMAN	Serpin A9	SERPINA9	1: Evidence at protein level	Swiss-Prot	327657	ENSG00000170054
Q9P1P4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9P1P4	TAAR3_HUMAN	Putative trace amine-associated receptor 3	TAAR3	2: Evidence at transcript level	Swiss-Prot	N/A	N/A
Q8NGB2_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGB2	OR4C5_HUMAN	Olfactory receptor 4C5	OR4C5	2: Evidence at transcript level	Swiss-Prot	N/A	ENSG00000176540
P14410_IPR000322	IPR000322	Glycoside hydrolase, family 31	Glyco_hydro_31	Family	N/A	P14410	SUIS_HUMAN	Isomaltase	SI	1: Evidence at protein level	Swiss-Prot	6476	ENSG00000090402
P78334_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	P78334	GBRE_HUMAN	Gamma-aminobutyric acid receptor subunit epsilon	GABRE	2: Evidence at transcript level	Swiss-Prot	2564	ENSG00000102287
Q8NH41_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NH41	OR4KF_HUMAN	Olfactory receptor 4K15	OR4K15	2: Evidence at transcript level	Swiss-Prot	81127	ENSG00000169488
Q15612_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q15612	OR1Q1_HUMAN	Olfactory receptor 1Q1	OR1Q1	2: Evidence at transcript level	Swiss-Prot	158131	ENSG00000165202
A6NP61_IPR002657	IPR002657	Bile acid:sodium symporter	BilAc/Na_symport	Family	Transporter 	A6NP61	ZAR1L_HUMAN	ZAR1-like protein	ZAR1L	2: Evidence at transcript level	Swiss-Prot	646799	ENSG00000189167
Q8NGV5_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGV5	O13D1_HUMAN	Olfactory receptor 13D1	OR13D1	2: Evidence at transcript level	Swiss-Prot	286365	ENSG00000179055
P68400_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P68400	CSK21_HUMAN	Casein kinase II subunit alpha	CSNK2A1	1: Evidence at protein level	Swiss-Prot	1457	ENSG00000101266
O00602_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	O00602	FCN1_HUMAN	Ficolin-1	FCN1	1: Evidence at protein level	Swiss-Prot	2219	ENSG00000085265
Q8TDL5_IPR001124	IPR001124	Lipid-binding serum glycoprotein, C-terminal	Lipid-bd_serum_glycop_C	Domain	N/A	Q8TDL5	BPIB1_HUMAN	BPI fold-containing family B member 1	BPIFB1	2: Evidence at transcript level	Swiss-Prot	92747	ENSG00000125999
Q8NGH5_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGH5	O56A1_HUMAN	Olfactory receptor 56A1	OR56A1	2: Evidence at transcript level	Swiss-Prot	120796	ENSG00000180934
P10144_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P10144	GRAB_HUMAN	Granzyme B	GZMB	1: Evidence at protein level	Swiss-Prot	3002	ENSG00000100453
Q8NEB9_IPR000403	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	PI3/4_kinase_cat_dom	Domain	Phosphatidylinositol 3 Kinase	Q8NEB9	PK3C3_HUMAN	Phosphatidylinositol 3-kinase catalytic subunit type 3	PIK3C3	1: Evidence at protein level	Swiss-Prot	5289	ENSG00000078142
Q8NBN7_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q8NBN7	RDH13_HUMAN	Retinol dehydrogenase 13	RDH13	1: Evidence at protein level	Swiss-Prot	112724	ENSG00000160439; ENSG00000261975; ENSG00000262348; ENSG00000262110; ENSG00000262982; ENSG00000262244; ENSG00000262163; ENSG00000263258; ENSG00000262207
Q6UX07_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q6UX07	DHR13_HUMAN	Dehydrogenase/reductase SDR family member 13	DHRS13	1: Evidence at protein level	Swiss-Prot	147015	ENSG00000167536
Q96EP9_IPR002657	IPR002657	Bile acid:sodium symporter	BilAc/Na_symport	Family	Transporter 	Q96EP9	NTCP4_HUMAN	Sodium/bile acid cotransporter 4	SLC10A4	2: Evidence at transcript level	Swiss-Prot	201780	ENSG00000145248
Q8NHC7_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NHC7	O14CZ_HUMAN	Olfactory receptor 14C36	OR14C36	2: Evidence at transcript level	Swiss-Prot	127066	ENSG00000177174
Q5XLA6_IPR002398	IPR002398	Peptidase C14, caspase precursor p45	Pept_C14_p45	Family	Protease	Q5XLA6	CAR17_HUMAN	Caspase recruitment domain-containing protein 17	CARD17	1: Evidence at protein level	Swiss-Prot	440068	ENSG00000255221
P55157_IPR001747	IPR001747	Lipid transport protein, N-terminal	Lipid_transpt_N	Domain	N/A	P55157	MTP_HUMAN	Microsomal triglyceride transfer protein large subunit	MTTP	1: Evidence at protein level	Swiss-Prot	4547	ENSG00000138823
Q8NFU3_IPR001763	IPR001763	Rhodanese-like domain	Rhodanese-like_dom	Domain	N/A	Q8NFU3	TSTD1_HUMAN	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1	TSTD1	1: Evidence at protein level	Swiss-Prot	100131187	ENSG00000215845
P38570_IPR000413	IPR000413	Integrin alpha chain	Integrin_alpha	Family	N/A	P38570	ITAE_HUMAN	Integrin alpha-E light chain	ITGAE	1: Evidence at protein level	Swiss-Prot	3682	ENSG00000083457
Q5JZY3_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	Q5JZY3	EPHAA_HUMAN	Ephrin type-A receptor 10	EPHA10	2: Evidence at transcript level	Swiss-Prot	284656	ENSG00000183317
Q86W10_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q86W10	CP4Z1_HUMAN	Cytochrome P450 4Z1	CYP4Z1	2: Evidence at transcript level	Swiss-Prot	199974	ENSG00000186160
Q12767_IPR006068	IPR006068	ATPase, P-type cation-transporter, C-terminal	ATPase_P-typ_cation-transptr_C	Domain	Transporter 	Q12767	K0195_HUMAN	Uncharacterized protein KIAA0195	KIAA0195	1: Evidence at protein level	Swiss-Prot	9772	ENSG00000177728
P51797_IPR001807	IPR001807	Chloride channel, voltage gated	Cl-channel_volt-gated	Family	Ion Channel	P51797	CLCN6_HUMAN	Chloride transport protein 6	CLCN6	1: Evidence at protein level	Swiss-Prot	1185	ENSG00000011021
Q6DT37_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q6DT37	MRCKG_HUMAN	Serine/threonine-protein kinase MRCK gamma	CDC42BPG	1: Evidence at protein level	Swiss-Prot	55561	ENSG00000171219
