gene_stable_id	display_id	description	HumanReadableName
ENSG00000161638	ITGA5	Integrin alpha-5 precursor (Fibronectin receptor alpha subunit) (Integrin alpha-F) (VLA-5) (CD49e). [Source:Uniprot/SWISSPROT;Acc:P08648]	RussLampel
ENSG00000174600	CMKLR1	Chemokine receptor-like 1 (G-protein coupled receptor DEZ) (G-protein coupled receptor ChemR23). [Source:Uniprot/SWISSPROT;Acc:Q99788]	RussLampel
ENSG00000112218	GPR63	Probable G-protein coupled receptor 63 (PSP24-beta) (PSP24-2). [Source:Uniprot/SWISSPROT;Acc:Q9BZJ6]	RussLampel
ENSG00000188239	CCR5	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (HIV-1 fusion coreceptor) (CHEMR13) (CD195 antigen). [Source:Uniprot/SWISSPROT;Acc:P51681]	RussLampel
ENSG00000179581	N/A	N/A	RussLampel
ENSG00000010310	GIPR	Gastric inhibitory polypeptide receptor precursor (GIP-R) (Glucose- dependent insulinotropic polypeptide receptor). [Source:Uniprot/SWISSPROT;Acc:P48546]	RussLampel
ENSG00000162727	OR2M1_HUMAN	Olfactory receptor 2M1 (Olfactory receptor-like protein JCG10) (OST037) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q96R29]	RussLampel
ENSG00000037042	TUBG2	Tubulin gamma-2 chain (Gamma-2 tubulin). [Source:Uniprot/SWISSPROT;Acc:Q9NRH3]	RussLampel
ENSG00000180934	OR56A1	Olfactory receptor 56A1. [Source:Uniprot/SWISSPROT;Acc:Q8NGH5]	RussLampel
ENSG00000176798	OR51L1	Olfactory receptor 51L1. [Source:Uniprot/SWISSPROT;Acc:Q8NGJ5]	RussLampel
ENSG00000174514	NP_857595.2	N/A	RussLampel
ENSG00000106624	AEBP1	adipocyte enhancer binding protein 1 precursor [Source:RefSeq_peptide;Acc:NP_001120]	RussLampel
ENSG00000157036	ENDOGL1	Endonuclease G like 1 (EC 3.1.30.-) (Endo G like). [Source:Uniprot/SWISSPROT;Acc:Q9Y2C4]	RussLampel
ENSG00000185643	N/A	N/A	RussLampel
ENSG00000151792	CTSO	Cathepsin O precursor (EC 3.4.22.42). [Source:Uniprot/SWISSPROT;Acc:P43234]	RussLampel
ENSG00000118762	PKD2	Polycystin-2 (Autosomal dominant polycystic kidney disease type II protein) (Polycystwin) (R48321). [Source:Uniprot/SWISSPROT;Acc:Q13563]	RussLampel
ENSG00000145242	EPHA5	Ephrin type-A receptor 5 precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor EHK-1) (Eph homology kinase-1) (Receptor protein- tyrosine kinase HEK7). [Source:Uniprot/SWISSPROT;Acc:P54756]	RussLampel
ENSG00000168297	PXK	PX domain containing serine/threonine kinase [Source:RefSeq_peptide;Acc:NP_060241]	RussLampel
ENSG00000185198	PRSSL1	protease, serine-like 1 [Source:RefSeq_peptide;Acc:NP_999875]	RussLampel
ENSG00000170953	OR8B12	Olfactory receptor 8B12. [Source:Uniprot/SWISSPROT;Acc:Q8NGG6]	RussLampel
ENSG00000165458	INPPL1	inositol polyphosphate phosphatase-like 1 [Source:RefSeq_peptide;Acc:NP_001558]	RussLampel
ENSG00000138794	CASP6	Caspase-6 precursor (EC 3.4.22.-) (CASP-6) (Apoptotic protease Mch-2). [Source:Uniprot/SWISSPROT;Acc:P55212]	RussLampel
ENSG00000183315	N/A	N/A	RussLampel
ENSG00000136546	SCN7A	Sodium channel protein type VII alpha subunit (Putative voltage-gated sodium channel alpha subunit Nax) (Sodium channel protein, cardiac and skeletal muscle alpha-subunit). [Source:Uniprot/SWISSPROT;Acc:Q01118]	RussLampel
ENSG00000153015	SDCCAG10	serologically defined colon cancer antigen 10 [Source:RefSeq_peptide;Acc:NP_005860]	RussLampel
ENSG00000189099	NP_899231.1	epidermis-specific serine protease-like protein [Source:RefSeq_peptide;Acc:NP_899231]	RussLampel
ENSG00000186113	OR5D14	Olfactory receptor 5D14. [Source:Uniprot/SWISSPROT;Acc:Q8NGL3]	RussLampel
ENSG00000119711	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial precursor (EC 1.2.1.27) (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18). [Source:Uniprot/SWISSPROT;Acc:Q02252]	RussLampel
ENSG00000105976	MET	Hepatocyte growth factor receptor precursor (EC 2.7.1.112) (Met proto- oncogene tyrosine kinase) (c-met) (HGF receptor) (HGF-SF receptor). [Source:Uniprot/SWISSPROT;Acc:P08581]	RussLampel
ENSG00000125522	GPR8	Neuropeptides B/W receptor type 2 (G-protein coupled receptor 8). [Source:Uniprot/SWISSPROT;Acc:P48146]	RussLampel
ENSG00000115661	STK16	Serine/threonine-protein kinase 16 (EC 2.7.1.37) (Protein kinase PKL12) (Myristoylated and palmitoylated serine/threonine kinase) (MPSK) (TGF-beta stimulated factor 1) (TSF-1) (hPSK). [Source:Uniprot/SWISSPROT;Acc:O75716]	RussLampel
ENSG00000132155	RAF1	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.1.37) (Raf- 1) (C-RAF) (cRaf). [Source:Uniprot/SWISSPROT;Acc:P04049]	RussLampel
ENSG00000126583	PRKCG	Protein kinase C, gamma type (EC 2.7.1.37) (PKC-gamma). [Source:Uniprot/SWISSPROT;Acc:P05129]	RussLampel
ENSG00000136021	SCYL2	SCY1-like 2 protein [Source:RefSeq_peptide;Acc:NP_060458]	RussLampel
ENSG00000100023	PPIL2	Peptidyl-prolyl cis-trans isomerase like 2 (EC 5.2.1.8) (PPIase) (Rotamase) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60). [Source:Uniprot/SWISSPROT;Acc:Q13356]	RussLampel
ENSG00000166634	SERPINB12	Serpin B12. [Source:Uniprot/SWISSPROT;Acc:Q96P63]	RussLampel
ENSG00000136931	NR5A1	Steroidogenic factor 1 (STF-1) (SF-1) (Adrenal 4 binding protein) (Steroid hormone receptor Ad4BP) (Fushi tarazu factor homolog 1). [Source:Uniprot/SWISSPROT;Acc:Q13285]	RussLampel
ENSG00000185785	Q8N0X1_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8N0X1]	RussLampel
ENSG00000133525	Q99919_HUMAN	F<lambda>8 protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q99919]	RussLampel
ENSG00000153956	CACNA2D1	Dihydropyridine-sensitive L-type, calcium channel alpha-2/delta subunits precursor. [Source:Uniprot/SWISSPROT;Acc:P54289]	RussLampel
ENSG00000165025	SYK	Tyrosine-protein kinase SYK (EC 2.7.1.112) (Spleen tyrosine kinase). [Source:Uniprot/SWISSPROT;Acc:P43405]	RussLampel
ENSG00000131389	SLC6A6	Sodium- and chloride-dependent taurine transporter. [Source:Uniprot/SWISSPROT;Acc:P31641]	RussLampel
ENSG00000187818	N/A	N/A	RussLampel
ENSG00000109625	CPZ	carboxypeptidase Z isoform 1 [Source:RefSeq_peptide;Acc:NP_001014447]	RussLampel
ENSG00000172150	OR1A2	Olfactory receptor 1A2 (Olfactory receptor 17-6) (OR17-6). [Source:Uniprot/SWISSPROT;Acc:Q9Y585]	RussLampel
ENSG00000138398	PPIG	Peptidyl-prolyl cis-trans isomerase G (EC 5.2.1.8) (Peptidyl-prolyl isomerase G) (PPIase G) (Rotamase G) (Cyclophilin G) (Clk associating RS-cyclophilin) (CARS-cyclophilin) (CARS-Cyp) (SRcyp) (CASP10). [Source:Uniprot/SWISSPROT;Acc:Q13427]	RussLampel
ENSG00000170542	SERPINB9	Cytoplasmic antiproteinase 3 (CAP3) (CAP-3) (Protease inhibitor 9) (Serpin B9). [Source:Uniprot/SWISSPROT;Acc:P50453]	RussLampel
ENSG00000120457	KCNJ5	G protein-activated inward rectifier potassium channel 4 (GIRK4) (Potassium channel, inwardly rectifying, subfamily J, member 5) (Inward rectifier K(+) channel Kir3.4) (Heart KATP channel) (KATP-1) (Cardiac inward rectifier) (CIR). [Source:Uniprot/SWISSPR	RussLampel
ENSG00000139370	SLC15A4	solute carrier family 15, member 4 [Source:RefSeq_peptide;Acc:NP_663623]	RussLampel
ENSG00000124067	SLC12A4	Solute carrier family 12, member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (hKCC1). [Source:Uniprot/SWISSPROT;Acc:Q9UP95]	RussLampel
ENSG00000134070	IRAK2	Interleukin-1 receptor-associated kinase-like 2 (IRAK-2). [Source:Uniprot/SWISSPROT;Acc:O43187]	RussLampel
ENSG00000142327	RNPEPL1	Arginyl aminopeptidase-like 1 (EC 3.4.11.-) (RNPEP-like protein). [Source:Uniprot/SWISSPROT;Acc:Q9HAU8]	RussLampel
ENSG00000145888	GLRA1	Glycine receptor alpha-1 chain precursor (Glycine receptor 48 kDa subunit) (Strychnine binding subunit). [Source:Uniprot/SWISSPROT;Acc:P23415]	RussLampel
ENSG00000198085	N/A	N/A	RussLampel
ENSG00000198014	N/A	N/A	RussLampel
ENSG00000187784	N/A	N/A	RussLampel
ENSG00000185984	NP_954651.1	hLAT1-3TM [Source:RefSeq_peptide;Acc:NP_954651]	RussLampel
ENSG00000106477	TSGA14	Centrosomal protein of 41 kDa (Cep41 protein) (Testis-specific gene A14 protein). [Source:Uniprot/SWISSPROT;Acc:Q9BYV8]	RussLampel
ENSG00000115718	PROC	Vitamin K-dependent protein C precursor (EC 3.4.21.69) (Autoprothrombin IIA) (Anticoagulant protein C) (Blood coagulation factor XIV). [Source:Uniprot/SWISSPROT;Acc:P04070]	RussLampel
ENSG00000134285	FKBP11	FK506 binding protein 11 precursor (EC 5.2.1.8) (Peptidyl-prolyl cis- trans isomerase) (PPIase) (Rotamase) (19 kDa FK506-binding protein) (FKBP-19). [Source:Uniprot/SWISSPROT;Acc:Q9NYL4]	RussLampel
ENSG00000171960	PPIH	Peptidyl-prolyl cis-trans isomerase H (EC 5.2.1.8) (PPIase H) (Rotamase H) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH). [Source:Uniprot/SWISSPROT;Acc:O43447]	RussLampel
ENSG00000153230	OR5AY1	Olfactory receptor 5AY1. [Source:Uniprot/SWISSPROT;Acc:Q8NGZ2]	RussLampel
ENSG00000105810	CDK6	Cell division protein kinase 6 (EC 2.7.1.37) (Serine/threonine-protein kinase PLSTIRE). [Source:Uniprot/SWISSPROT;Acc:Q00534]	RussLampel
ENSG00000198159	N/A	N/A	RussLampel
ENSG00000125454	SLC25A19	Mitochondrial deoxynucleotide carrier (Solute carrier family 25, member 19) (Mitochondrial uncoupling protein 1). [Source:Uniprot/SWISSPROT;Acc:Q9HC21]	RussLampel
ENSG00000166408	Q8NH75_HUMAN	Olfactory receptor-like protein PJCG1 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q8WZ87]	RussLampel
ENSG00000143198	MGST3	Microsomal glutathione S-transferase 3 (EC 2.5.1.18) (Microsomal GST- 3) (Microsomal GST-III). [Source:Uniprot/SWISSPROT;Acc:O14880]	RussLampel
ENSG00000146856	NP_848658.1	ATP/GTP binding protein-like 3 [Source:RefSeq_peptide;Acc:NP_848658]	RussLampel
ENSG00000149968	MMP3	Stromelysin-1 precursor (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1) (SL-1). [Source:Uniprot/SWISSPROT;Acc:P08254]	RussLampel
ENSG00000162989	KCNJ3	G protein-activated inward rectifier potassium channel 1 (GIRK1) (Potassium channel, inwardly rectifying, subfamily J, member 3) (Inward rectifier K(+) channel Kir3.1). [Source:Uniprot/SWISSPROT;Acc:P48549]	RussLampel
ENSG00000174990	CA5A	Carbonic anhydrase VA, mitochondrial precursor (EC 4.2.1.1) (Carbonate dehydratase VA) (CA-VA). [Source:Uniprot/SWISSPROT;Acc:P35218]	RussLampel
ENSG00000171481	OR1L3	Olfactory receptor 1L3 (Olfactory receptor 9-D) (OR9-D). [Source:Uniprot/SWISSPROT;Acc:Q8NH93]	RussLampel
ENSG00000116353	MECR_HUMAN	Trans-2-enoyl-CoA reductase, mitochondrial precursor (EC 1.3.1.38) (HsNrbf-1) (NRBF-1). [Source:Uniprot/SWISSPROT;Acc:Q9BV79]	RussLampel
ENSG00000080293	SCTR	Secretin receptor precursor (SCT-R). [Source:Uniprot/SWISSPROT;Acc:P47872]	RussLampel
ENSG00000165762	OR4K2	Olfactory receptor 4K2. [Source:Uniprot/SWISSPROT;Acc:Q8NGD2]	RussLampel
ENSG00000180785	OR51E1	Olfactory receptor 51E1. [Source:Uniprot/SWISSPROT;Acc:Q8TCB6]	RussLampel
ENSG00000176668	HSPCAL3	Heat shock protein 86 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q14568]	RussLampel
ENSG00000119457	TSCOT	Thymic stromal cotransporter homolog. [Source:Uniprot/SWISSPROT;Acc:Q9BY10]	RussLampel
ENSG00000197394	N/A	N/A	RussLampel
ENSG00000175294	CATSPER1	sperm-associated cation channel 1 [Source:RefSeq_peptide;Acc:NP_444282]	RussLampel
ENSG00000171105	INSR	Insulin receptor precursor (EC 2.7.1.112) (IR) (CD220 antigen). [Source:Uniprot/SWISSPROT;Acc:P06213]	RussLampel
ENSG00000078295	ADCY2	Adenylate cyclase, type II (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylyl cyclase 2). [Source:Uniprot/SWISSPROT;Acc:Q08462]	RussLampel
ENSG00000160183	TMPRSS3	Transmembrane protease, serine 3 (EC 3.4.21.-) (Serine protease TADG- 12) (Tumor associated differentially-expressed gene-12 protein). [Source:Uniprot/SWISSPROT;Acc:P57727]	RussLampel
ENSG00000186210	N/A	N/A	RussLampel
ENSG00000181616	OR52H1	Olfactory receptor 52H1. [Source:Uniprot/SWISSPROT;Acc:Q8NGJ2]	RussLampel
ENSG00000164889	SLC4A2	Anion exchange protein 2 (Non-erythroid band 3-like protein) (BND3L). [Source:Uniprot/SWISSPROT;Acc:P04920]	RussLampel
ENSG00000188069	NP_001004752.1	olfactory receptor, family 51, subfamily F, member 1 [Source:RefSeq_peptide;Acc:NP_001004752]	RussLampel
ENSG00000166736	HTR3A	5-hydroxytryptamine 3 receptor precursor (5-HT-3) (Serotonin-gated ion channel receptor) (5-HT3R). [Source:Uniprot/SWISSPROT;Acc:P46098]	RussLampel
ENSG00000185932	XP_208545.3	PREDICTED: similar to bone morphogenetic protein receptor, type IA precursor; activin A receptor, type II-like kinase 3 [Source:RefSeq_peptide_predicted;Acc:XP_208545]	RussLampel
ENSG00000007402	CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2 isoform b [Source:RefSeq_peptide;Acc:NP_006021]	RussLampel
ENSG00000136448	NMT1	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Peptide N- myristoyltransferase 1) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase). [Source:Uniprot/SWISSPROT;Acc:P30419]	RussLampel
ENSG00000174437	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (EC 3.6.3.8) (Calcium pump 2) (SERCA2) (SR Ca(2+)-ATPase 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase).	RussLampel
ENSG00000122912	SLC25A16	Grave's disease carrier protein (GDC) (Grave's disease autoantigen) (GDA) (Mitochondrial solute carrier protein homolog). [Source:Uniprot/SWISSPROT;Acc:P16260]	RussLampel
ENSG00000184804	N/A	N/A	RussLampel
ENSG00000196562	SULF2	Extracellular sulfatase Sulf-2 precursor (EC 3.1.6.-) (HSulf-2). [Source:Uniprot/SWISSPROT;Acc:Q8IWU5]	RussLampel
ENSG00000073464	CLCN4	Chloride channel protein 4 (ClC-4). [Source:Uniprot/SWISSPROT;Acc:P51793]	RussLampel
ENSG00000188507	N/A	N/A	RussLampel
ENSG00000179652	OR2I2_HUMAN	Olfactory receptor 2I2. [Source:Uniprot/SWISSPROT;Acc:Q8NGU4]	RussLampel
ENSG00000078589	P2RY10	Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor). [Source:Uniprot/SWISSPROT;Acc:O00398]	RussLampel
ENSG00000184698	OR51M1	Olfactory receptor 51M1 (HOR5'beta7). [Source:Uniprot/SWISSPROT;Acc:Q9H341]	RussLampel
ENSG00000126010	GRPR	Gastrin-releasing peptide receptor (GRP-R) (GRP-preferring bombesin receptor). [Source:Uniprot/SWISSPROT;Acc:P30550]	RussLampel
ENSG00000164120	HPGD	15-hydroxyprostaglandin dehydrogenase [NAD+] (EC 1.1.1.141) (PGDH) (Prostaglandin dehydrogenase 1). [Source:Uniprot/SWISSPROT;Acc:P15428]	RussLampel
ENSG00000138395	ALS2CR7	Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7). [Source:Uniprot/SWISSPROT;Acc:Q96Q40]	RussLampel
ENSG00000108786	HSD17B1	Estradiol 17-beta-dehydrogenase 1 (EC 1.1.1.62) (17-beta-HSD 1) (Placental 17-beta-hydroxysteroid dehydrogenase) (20 alpha- hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH). [Source:Uniprot/SWISSPROT;Acc:P14061]	RussLampel
ENSG00000148053	NTRK2	BDNF/NT-3 growth factors receptor precursor (EC 2.7.1.112) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (GP145-TrkB) (Trk-B). [Source:Uniprot/SWISSPROT;Acc:Q16620]	RussLampel
ENSG00000186715	MSTP9	Hepatocyte growth factor-like protein homolog (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q13209]	RussLampel
ENSG00000176246	OR4L1	Olfactory receptor 4L1. [Source:Uniprot/SWISSPROT;Acc:Q8NH43]	RussLampel
ENSG00000198179	BCL2L7P1	Putative Bcl-2 homologous antagonist/killer 2 (Apoptosis regulator BAK-2). [Source:Uniprot/SWISSPROT;Acc:Q13014]	RussLampel
ENSG00000182885	GPR97	Probable G-protein coupled receptor 97 precursor (G-protein coupled receptor PGR26). [Source:Uniprot/SWISSPROT;Acc:Q86Y34]	RussLampel
ENSG00000177462	NP_001005522.1	olfactory receptor, family 2, subfamily T, member 8 [Source:RefSeq_peptide;Acc:NP_001005522]	RussLampel
ENSG00000179695	OR6C2	Olfactory receptor 6C2 (HSA3) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q9NZP2]	RussLampel
ENSG00000165238	WNK2_HUMAN	Serine/threonine-protein kinase WNK2 (EC 2.7.1.37) (Protein kinase with no lysine 2) (Protein kinase, lysine-deficient 2) (P/OKcl.13). [Source:Uniprot/SWISSPROT;Acc:Q9Y3S1]	RussLampel
ENSG00000118855	MFSD1	major facilitator superfamily domain containing 1 [Source:RefSeq_peptide;Acc:NP_073573]	RussLampel
ENSG00000184860	NP_660151.1	NAD(P) dependent steroid dehydrogenase-like [Source:RefSeq_peptide;Acc:NP_660151]	RussLampel
ENSG00000120156	TEK	Angiopoietin 1 receptor precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor TIE-2) (Tyrosine-protein kinase receptor TEK) (P140 TEK) (Tunica interna endothelial cell kinase) (CD202b antigen). [Source:Uniprot/SWISSPROT;Acc:Q02763]	RussLampel
ENSG00000078795	PKD2L2	Polycystic kidney disease 2-like 2 protein (Polycystin-L2). [Source:Uniprot/SWISSPROT;Acc:Q9NZM6]	RussLampel
ENSG00000133083	DCAMKL1	Serine/threonine-protein kinase DCAMKL1 (EC 2.7.1.37) (Doublecortin- like and CAM kinase-like 1). [Source:Uniprot/SWISSPROT;Acc:O15075]	RussLampel
ENSG00000196415	PRTN3	Myeloblastin precursor (EC 3.4.21.76) (Leukocyte proteinase 3) (PR-3) (PR3) (AGP7) (Wegener's autoantigen) (P29) (C-ANCA antigen) (Neutrophil proteinase 4) (NP-4). [Source:Uniprot/SWISSPROT;Acc:P24158]	RussLampel
ENSG00000126368	NR1D1	Orphan nuclear receptor NR1D1 (V-erbA related protein EAR-1) (Rev- erbA-alpha). [Source:Uniprot/SWISSPROT;Acc:P20393]	RussLampel
ENSG00000175609	OR52I2	Olfactory receptor 52I2. [Source:Uniprot/SWISSPROT;Acc:Q8NH67]	RussLampel
ENSG00000099725	PRKY	Serine/threonine-protein kinase PRKY (EC 2.7.1.37). [Source:Uniprot/SWISSPROT;Acc:O43930]	RussLampel
ENSG00000185621	LMLN	leishmanolysin-like (metallopeptidase M8 family) [Source:RefSeq_peptide;Acc:NP_149018]	RussLampel
ENSG00000182083	OR6B2	olfactory receptor, family 6, subfamily B, member 2 [Source:RefSeq_peptide;Acc:NP_001005853]	RussLampel
ENSG00000174930	Q8NGV9_HUMAN	Putative G-protein coupled receptor. [Source:Uniprot/SPTREMBL;Acc:Q8TDU1]	RussLampel
ENSG00000165370	GPR101	Probable G-protein coupled receptor 101. [Source:Uniprot/SWISSPROT;Acc:Q96P66]	RussLampel
ENSG00000155660	PDIA4	Protein disulfide-isomerase A4 precursor (EC 5.3.4.1) (Protein ERp-72) (ERp72). [Source:Uniprot/SWISSPROT;Acc:P13667]	RussLampel
ENSG00000168003	SLC3A2	4F2 cell-surface antigen heavy chain (4F2hc) (Lymphocyte activation antigen 4F2 large subunit) (4F2 heavy chain antigen) (CD98 antigen). [Source:Uniprot/SWISSPROT;Acc:P08195]	RussLampel
ENSG00000188269	OR7A5	Olfactory receptor 7A5 (Olfactory receptor TPCR92). [Source:Uniprot/SWISSPROT;Acc:Q15622]	RussLampel
ENSG00000112818	MEP1A	Meprin A alpha-subunit precursor (EC 3.4.24.18) (Endopeptidase-2) (N- benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase alpha subunit) (PABA peptide hydrolase) (PPH alpha). [Source:Uniprot/SWISSPROT;Acc:Q16819]	RussLampel
ENSG00000174541	N/A	N/A	RussLampel
ENSG00000079335	CDC14A	Dual specificity protein phosphatase CDC14A (EC 3.1.3.48) (EC 3.1.3.16) (CDC14 cell division cycle 14 homolog A). [Source:Uniprot/SWISSPROT;Acc:Q9UNH5]	RussLampel
ENSG00000163629	PTPN13	Tyrosine-protein phosphatase, non-receptor type 13 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (PTP-BAS) (Protein-tyrosine phosphatase PTPL1) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1). [Source:Uniprot/SWISSPROT;Acc:Q129	RussLampel
ENSG00000126903	SLC10A3	P3 protein. [Source:Uniprot/SWISSPROT;Acc:P09131]	RussLampel
ENSG00000133313	CNDP2	Cytosolic nonspecific dipeptidase (Glutamate carboxypeptidase-like protein 1) (CNDP dipeptidase 2). [Source:Uniprot/SWISSPROT;Acc:Q96KP4]	RussLampel
ENSG00000141127	PRPSAP2	Phosphoribosyl pyrophosphate synthetase-associated protein 2 (PRPP synthetase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41). [Source:Uniprot/SWISSPROT;Acc:O60256]	RussLampel
ENSG00000181296	Q8NH88_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NH88]	RussLampel
ENSG00000154263	ABCA10	ATP-binding cassette, sub-family A, member 10 [Source:RefSeq_peptide;Acc:NP_525021]	RussLampel
ENSG00000197177	GPR123	Probable G-protein coupled receptor 123. [Source:Uniprot/SWISSPROT;Acc:Q86SQ6]	RussLampel
ENSG00000177084	POLE	DNA polymerase epsilon, catalytic subunit A (EC 2.7.7.7) (DNA polymerase II subunit A). [Source:Uniprot/SWISSPROT;Acc:Q07864]	RussLampel
ENSG00000114771	AADAC	Arylacetamide deacetylase (EC 3.1.1.-) (AADAC). [Source:Uniprot/SWISSPROT;Acc:P22760]	RussLampel
ENSG00000154025	NP_689564.2	solute carrier family 5 (sodium/glucose cotransporter), member 10 [Source:RefSeq_peptide;Acc:NP_689564]	RussLampel
ENSG00000173576	N/A	N/A	RussLampel
ENSG00000157566	GPX3	Plasma glutathione peroxidase precursor (EC 1.11.1.9) (GSHPx-P) (Extracellular glutathione peroxidase) (GPx-P). [Source:Uniprot/SWISSPROT;Acc:P22352]	RussLampel
ENSG00000078061	ARAF	A-Raf proto-oncogene serine/threonine-protein kinase (EC 2.7.1.37) (A- raf-1) (Proto-oncogene Pks). [Source:Uniprot/SWISSPROT;Acc:P10398]	RussLampel
ENSG00000100191	SLC5A4	Low affinity sodium-glucose cotransporter (Sodium/glucose cotransporter 3) (Na(+)/glucose cotransporter 3). [Source:Uniprot/SWISSPROT;Acc:Q9NY91]	RussLampel
ENSG00000153898	MCOLN2	Mucolipin-2. [Source:Uniprot/SWISSPROT;Acc:Q8IZK6]	RussLampel
ENSG00000106258	CYP3A5	Cytochrome P450 3A5 (EC 1.14.14.1) (CYPIIIA5) (P450-PCN3) (HLp2). [Source:Uniprot/SWISSPROT;Acc:P20815]	RussLampel
ENSG00000171509	LGR7	Relaxin receptor 1 (Leucine-rich repeat-containing G-protein coupled receptor 7). [Source:Uniprot/SWISSPROT;Acc:Q9HBX9]	RussLampel
ENSG00000140465	CYP1A1	Cytochrome P450 1A1 (EC 1.14.14.1) (CYPIA1) (P450-P1) (P450 form 6) (P450-C). [Source:Uniprot/SWISSPROT;Acc:P04798]	RussLampel
ENSG00000100985	MMP9	Matrix metalloproteinase-9 precursor (MMP-9) (EC 3.4.24.35) (92 kDa type IV collagenase) (92 kDa gelatinase) (Gelatinase B) (GELB) [Contains: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]. [Source:Uniprot/SWISSPROT;Acc:P14780]	RussLampel
